00:00,1328.1,434.6,759.5,59.8,111.9,33.3,0.0,2.8,26.2,15.7,1.4,-24.7
00:10,1366.2,435.4,761.6,59.6,111.3,33.5,0.0,3.3,26.1,1.3,1.3,-24.5
00:20,1372.8,424.1,760.0,60.8,107.0,33.6,0.0,3.4,26.7,6.2,1.3,-24.5
00:30,1357.1,425.4,762.6,60.7,101.7,33.6,0.0,3.4,26.6,2.1,1.3,-24.5
00:40,1383.2,430.4,760.0,60.5,101.4,32.7,0.0,3.5,26.5,0.6,1.4,-50.7
00:50,1356.5,426.7,761.5,60.0,84.8,33.0,0.0,3.3,26.1,0.0,1.5,-54.1
01:00,1368.7,427.8,761.9,60.2,78.8,33.0,0.0,3.7,24.4,0.0,1.5,-52.1
01:10,1383.1,430.4,758.6,60.1,78.1,33.0,0.0,4.0,24.3,0.0,1.5,-74.3
01:20,1369.6,426.7,762.0,60.1,71.4,32.9,0.0,4.6,24.5,0.0,1.4,-76.2
01:30,1343.6,426.5,757.8,60.2,80.3,33.1,0.0,4.9,24.4,0.0,1.4,-73.1
01:40,1365.0,428.5,745.9,59.9,75.2,32.9,0.0,6.1,24.3,0.0,1.3,-75.2
01:50,1350.8,426.7,737.1,60.5,75.9,32.9,0.0,7.7,24.8,0.0,1.5,-74.2
02:00,1362.4,431.4,727.8,60.6,75.6,32.8,0.0,9.9,24.4,0.0,1.4,-74.8
02:10,1357.0,428.4,720.4,60.6,71.3,33.2,0.0,11.1,24.7,0.0,1.4,-68.4
02:20,1331.6,426.8,718.9,60.2,74.7,32.7,0.0,14.4,24.4,0.0,1.4,-71.3
02:30,1331.0,414.3,714.1,60.1,76.8,32.9,0.0,16.1,24.5,0.0,1.4,-68.2
02:40,1322.5,407.9,705.2,60.1,72.1,32.6,0.0,19.2,24.8,0.0,1.4,-70.9
02:50,1348.0,398.8,698.1,59.8,72.4,32.8,0.0,23.9,24.3,0.0,1.3,-66.4
03:00,1354.9,408.8,685.8,60.0,73.5,33.0,0.0,25.9,24.5,0.0,1.3,-66.3
03:10,1329.3,408.0,682.0,60.2,75.2,32.6,0.0,27.9,24.2,0.0,1.3,-76.2
03:20,1335.4,394.5,675.0,60.5,73.4,32.8,0.0,27.9,24.2,0.0,1.4,-73.5
03:30,1333.4,394.6,670.0,59.8,74.5,32.6,0.0,30.7,24.6,0.0,1.4,-72.8
03:40,1333.9,394.3,665.4,60.2,76.4,32.7,0.0,35.6,24.5,0.0,1.4,-71.5
03:50,1338.9,394.8,658.6,60.2,75.1,32.7,0.0,42.2,24.4,0.0,1.6,-73.3
04:00,1322.0,394.5,655.1,60.3,70.6,32.5,0.0,51.0,24.0,0.0,1.7,-75.4
04:10,1323.0,394.1,648.0,60.1,76.5,32.7,0.0,56.6,25.0,0.0,1.7,-81.9
04:20,1329.0,396.4,642.3,59.2,78.3,32.4,0.0,60.0,21.4,0.0,1.7,-84.2
04:30,1312.7,394.5,636.2,57.2,85.0,32.6,0.0,65.4,20.9,0.0,1.6,-82.3
04:40,1325.4,394.9,630.4,57.1,86.5,32.6,0.0,69.3,21.2,0.0,1.6,-82.4
04:50,1324.2,395.2,629.7,57.7,87.0,32.5,0.0,70.7,21.3,0.0,1.6,-81.0
05:00,1320.9,396.5,633.4,57.6,94.9,32.5,0.4,74.9,19.7,0.0,1.6,-77.3
05:10,1289.5,394.6,631.8,57.3,93.4,32.7,0.4,73.1,19.3,2.6,1.6,-50.4
