00,39.0,989.2,871.8,937.0
00:10,37.3,990.7,900.0,951.0
00:20,37.9,999.1,877.7,944.7
00:30,38.0,997.1,867.3,941.1
00:40,37.7,986.6,877.8,917.9
00:50,37.4,989.0,854.8,908.3
01,37.4,988.2,864.7,917.8
01:10,38.9,973.9,857.9,916.0
01:20,38.8,978.4,852.1,911.1
01:30,39.5,952.6,857.6,899.2
01:40,37.6,962.7,843.0,894.0
01:50,38.2,960.1,847.9,884.0
02,37.6,955.3,853.5,881.4
02:10,39.3,924.6,854.1,891.0
02:20,39.8,924.3,847.1,875.0
02:30,39.8,911.0,845.3,873.4
02:40,39.3,919.5,827.3,875.1
02:50,40.4,901.7,839.6,879.2
03,39.5,907.2,838.5,868.7
03:10,38.6,911.7,831.5,863.9
03:20,39.2,900.3,838.3,869.0
03:30,39.8,884.9,825.6,849.6
03:40,38.8,894.0,840.1,849.5
03:50,39.8,900.6,827.1,855.3
04,39.0,897.2,824.5,837.3
04:10,37.2,891.9,821.9,847.0
04:20,37.3,905.0,827.6,838.0
04:30,37.0,895.6,829.6,829.2
04:40,37.8,903.2,831.1,825.9
04:50,38.6,899.9,820.8,822.6
05,37.9,909.2,820.8,838.8
05:10,34.5,927.2,827.0,828.3
05:20,34.4,921.0,822.3,829.6
05:30,34.5,901.4,825.0,820.7
05:40,32.7,906.0,834.6,825.8
05:50,33.6,890.9,829.5,830.3
06,33.8,894.6,825.3,828.0
06:10,38.2,858.6,846.9,857.3
06:20,37.5,847.3,829.9,855.0
06:30,35.6,858.2,835.0,868.3
06:40,37.9,872.5,842.6,881.5
06:50,38.5,878.9,832.9,895.0
07,37.9,885.4,839.7,897.3
07:10,37.0,900.6,861.2,920.5
07:20,36.9,898.2,866.9,928.9
07:30,36.9,905.2,875.5,946.9
07:40,39.3,917.2,872.7,971.3
07:50,40.3,936.3,872.8,981.1
08,40.5,970.0,902.1,1017.3
08:10,37.3,1046.8,958.6,1039.2
08:20,37.4,1064.5,969.9,1064.4
08:30,38.7,1072.8,978.2,1094.8
08:40,39.0,1080.3,967.8,1107.6
08:50,39.7,1078.6,984.5,1121.6
09,39.0,1084.5,989.3,1133.8
09:10,38.9,1100.7,1010.3,1159.5
09:20,38.2,1156.8,997.6,1161.0
09:30,40.0,1161.4,1002.2,1170.1
09:40,40.6,1144.5,1010.3,1180.6
09:50,40.2,1154.4,1002.7,1194.9
10,42.3,1236.1,1026.8,1196.6
10:10,41.3,1105.0,1029.1,1209.3
10:20,40.5,1160.2,1035.5,1215.4
10:30,41.9,1128.9,1049.2,1231.4
10:40,43.9,1172.0,1060.8,1228.5
10:50,42.4,1131.8,1073.4,1229.8
11,43.1,1132.5,1062.1,1230.3
11:10,45.5,1142.6,1080.9,1250.4
11:20,45.8,1133.7,1072.4,1271.2
11:30,46.0,1174.9,1076.3,1269.5
11:40,48.6,1129.6,1072.1,1284.4
11:50,47.8,1141.4,1025.2,1281.2
12,48.3,1135.1,1007.9,1258.0
12:10,48.1,1128.9,996.2,1247.1
12:20,47.5,1164.4,980.5,1241.4
12:30,47.6,1162.2,1013.8,1225.3
12:40,47.4,1151.3,990.6,1246.4
12:50,46.1,1169.1,984.1,1249.0
13,47.7,1161.9,1006.4,1264.1
13:10,49.6,1191.9,1038.9,1266.7
13:20,48.6,1179.2,1059.1,1275.7
13:30,47.8,1187.5,1037.4,1280.2
13:40,47.0,1208.3,1062.8,1267.2
13:50,48.1,1201.7,1053.3,1282.5
14,47.1,1197.4,1049.0,1266.2
14:10,48.3,1201.8,1069.3,1255.1
14:20,47.2,1198.6,1043.8,1252.9
14:30,48.3,1200.4,1069.6,1254.0
14:40,45.6,1204.5,1063.7,1254.2
14:50,44.6,1213.2,1076.5,1252.6
15,47.0,1216.4,1098.4,1237.4
15:10,45.3,1207.0,1088.9,1235.7
15:20,45.7,1189.5,1090.5,1233.2
15:30,42.8,1235.4,1087.9,1223.3
15:40,44.4,1213.0,1088.3,1232.2
15:50,44.1,1178.2,1076.9,1235.3
16,47.3,1183.0,1069.5,1239.2
16:10,44.0,1219.7,1078.0,1205.7
16:20,44.4,1220.4,1075.4,1209.7
16:30,44.9,1208.9,1053.0,1209.8
16:40,44.4,1203.1,1068.7,1202.5
16:50,42.8,1206.0,1069.2,1189.7
17,43.4,1184.4,1052.7,1182.8
17:10,43.9,1193.1,1034.5,1158.3
17:20,44.3,1173.7,1026.8,1156.7
17:30,44.0,1182.4,1027.6,1151.9
17:40,43.3,1164.5,1033.9,1146.6
17:50,43.1,1175.2,1042.9,1141.7
18,43.6,1178.6,1050.1,1135.3
18:10,44.8,1163.5,1040.2,1143.2
18:20,46.0,1169.6,1032.8,1136.9
18:30,46.4,1155.3,1060.3,1136.7
18:40,46.8,1158.4,1052.1,1129.8
18:50,45.1,1150.8,1054.1,1124.0
19,45.2,1145.2,1050.8,1108.3
19:10,45.4,1147.6,1037.1,1103.1
19:20,46.9,1133.2,1052.2,1086.3
19:30,45.8,1132.1,1059.1,1082.3
19:40,45.2,1137.7,1044.0,1087.2
19:50,45.7,1154.1,1050.9,1073.9
20,45.8,1125.0,1027.0,1081.9
20:10,47.3,1102.7,1044.9,1089.3
20:20,47.7,1107.3,1037.5,1075.8
20:30,46.8,1098.9,1028.8,1065.9
20:40,47.2,1094.0,1018.7,1080.4
20:50,47.2,1106.8,1012.1,1075.1
21,47.0,1099.0,1003.8,1073.3
21:10,48.5,1088.3,993.0,1060.4
21:20,47.6,1089.2,997.9,1059.9
21:30,48.2,1086.6,981.4,1052.3
21:40,47.9,1061.9,988.8,1040.4
21:50,47.5,1069.1,972.1,1027.5
22,46.9,1047.1,949.4,1014.7
22:10,44.1,1042.4,943.8,986.0
22:20,43.2,1037.4,935.8,975.7
22:30,43.5,1029.9,925.6,970.7
22:40,41.9,1018.4,919.2,960.5
22:50,41.3,1015.4,914.7,941.6
23,40.7,1012.5,918.4,930.0
23:10,40.2,995.2,906.9,920.3
23:20,40.0,997.9,901.7,914.6
23:30,39.0,986.5,900.0,903.1
23:40,39.1,978.2,902.2,878.9
23:50,39.9,975.3,899.3,862.7
