00,38.6,940.8,823.6,822.5
00:10,38.4,930.5,822.6,817.4
00:20,37.9,929.7,825.0,806.4
00:30,38.0,919.1,820.5,800.2
00:40,38.6,911.4,814.6,786.3
00:50,37.4,893.3,822.5,782.5
01,37.1,907.7,819.0,769.7
01:10,37.0,902.3,820.2,767.5
01:20,37.2,910.6,805.3,770.6
01:30,37.0,904.1,804.0,764.8
01:40,36.5,888.8,789.6,752.5
01:50,36.3,882.4,780.0,750.6
02,36.0,875.0,782.0,736.0
02:10,36.4,882.5,790.3,737.6
02:20,35.8,870.4,787.9,733.0
02:30,35.6,875.9,796.1,728.5
02:40,35.7,877.7,784.3,717.5
02:50,35.5,866.8,780.6,716.3
03,35.0,870.7,789.3,709.2
03:10,38.9,851.3,790.3,728.5
03:20,39.6,848.7,780.6,727.1
03:30,38.9,835.9,778.2,718.2
03:40,38.7,828.2,783.6,715.9
03:50,38.7,827.4,774.9,709.0
04,39.0,832.8,778.3,710.1
04:10,38.6,831.9,785.7,715.6
04:20,38.3,829.3,784.5,718.9
04:30,38.0,819.0,791.1,719.9
04:40,38.5,817.9,779.5,720.4
04:50,39.1,808.6,788.9,721.9
05,39.5,814.9,783.2,724.1
05:10,35.5,832.6,789.6,702.7
05:20,35.6,833.3,780.7,706.1
05:30,35.3,841.2,773.5,715.0
05:40,35.5,827.2,775.3,715.9
05:50,34.1,822.0,784.8,719.4
06,34.8,825.0,801.0,723.9
06:10,37.3,799.5,801.1,756.2
06:20,37.1,806.7,807.9,751.5
06:30,35.9,804.9,790.2,772.7
06:40,36.8,798.7,801.7,786.3
06:50,36.3,809.5,798.4,796.1
07,36.9,831.5,812.1,804.8
07:10,35.8,848.6,805.0,815.9
07:20,35.7,863.4,811.1,839.6
07:30,35.8,874.6,819.7,849.8
07:40,37.8,900.2,835.0,870.3
07:50,36.1,921.5,848.0,886.8
08,38.5,960.0,882.5,930.2
08:10,36.7,998.3,919.1,978.4
08:20,37.6,1031.4,934.2,999.7
08:30,38.8,1046.1,936.2,1014.9
08:40,39.9,1062.2,953.1,1040.9
08:50,41.2,1083.9,959.4,1060.4
09,39.9,1087.3,973.1,1070.3
09:10,41.0,1094.0,980.8,1083.6
09:20,39.5,1104.8,970.3,1096.5
09:30,43.4,1106.2,963.8,1108.7
09:40,39.7,1121.5,1011.3,1069.1
09:50,40.3,1121.9,1018.5,1078.3
10,41.5,1124.0,1010.7,1098.0
10:10,44.6,1126.5,1028.4,1111.2
10:20,44.7,1124.5,1032.8,1129.3
10:30,45.1,1134.4,1039.8,1126.6
10:40,45.9,1127.0,1038.3,1135.4
10:50,44.9,1151.6,1056.9,1139.0
11,45.0,1149.0,1059.1,1145.2
11:10,50.7,1174.0,1078.5,1166.7
11:20,49.7,1165.0,1079.9,1166.5
11:30,51.5,1177.4,1063.4,1183.0
11:40,49.7,1159.3,1070.0,1172.9
11:50,49.4,1160.5,1054.3,1170.4
12,50.6,1135.2,1039.3,1154.0
12:10,52.1,1063.0,1006.7,1158.8
12:20,51.7,1082.6,1010.5,1150.6
12:30,53.8,1086.0,1022.0,1138.6
12:40,47.5,1100.0,996.1,1146.7
12:50,49.7,1101.4,998.3,1136.2
13,49.5,1112.1,1018.0,1150.4
13:10,48.9,1171.4,1039.2,1159.0
13:20,47.6,1181.4,1056.7,1149.6
13:30,47.7,1179.7,1048.2,1162.2
13:40,48.1,1177.5,1063.4,1164.2
13:50,51.6,1196.5,1068.1,1165.6
14,49.0,1199.5,1059.5,1168.9
14:10,47.8,1188.7,1060.4,1168.4
14:20,48.4,1192.2,1054.1,1151.8
